Anchieta,Bangu,Barra da Tijuca,Botafogo,Campo Grande,Centro,Cidade de Deus,Complexo do Alemao,Copacabana,Guaratiba,Ilha do Governador,Inhauma,Iraja,Jacarepagua,Jacarezinho,Lagoa,Madureira,Mare,Meier,Pavuna,Portuaria,Ramos,Realengo,Rio Comprido,Rocinha,Santa Cruz,Santa Teresa,Sao Cristovao,Tijuca,Vila Isabel
0.025521793059093162,0.009079271116114798,0.011006968878896193,0.0,0.010674048364113137,0.06661692602856534,0.0,0.0,0.034691433574924484,0.05037823982460311,0.004740540725037261,0.0,0.03476132871702888,0.013455664546438382,0.0,0.006228829764836762,0.011400181718896599,0.0,0.014020235124951139,0.005000870151406344,0.0,0.006877408812436555,0.02644935873529746,0.015968675845461543,0.0,0.002862927606867362,0.05794749956539375,0.05267427283166356,0.006296721674827218,0.0
0.06370343756489788,0.04739753668230785,0.05228852950014257,0.05707225061566691,0.06640222272703444,0.10345826493592485,0.19866102469356534,0.0,0.07038714336594136,0.08339550088854115,0.03319798042457371,0.04378176366954225,0.054396161806822906,0.05315937560516253,0.0,0.056643887432231886,0.05747410504197334,0.0,0.036981701454120504,0.04493134490498518,0.029702852661969655,0.06216766204001111,0.04645947804325067,0.11416865646325074,0.01449855304440617,0.06211138038590364,0.0,0.07222511122667129,0.0128066881648272,0.05331083108539329
0.03185171878244894,0.01579917889410262,0.010457705900028516,0.009512041769277819,0.045433099760602516,0.2069165298718497,0.0,0.0,0.05630971469275309,0.015162818343371118,0.023712843160409794,0.0350254109356338,0.040797121355117184,0.009492745643779023,0.0,0.025175061080991948,0.017242231512592004,0.0,0.022757970125612616,0.014977114968328393,0.0,0.03453759002222839,0.025810821135139262,0.016309808066178676,0.0,0.028232445629956204,0.19286403085824494,0.018056277806667822,0.0256133763296544,0.03807916506099521
0.006370343756489788,0.04062646001340674,0.017429509833380857,0.014268062653916728,0.027958830621909236,0.10345826493592485,0.19866102469356534,0.0,0.042232286019564816,0.037907045858427794,0.018970274528327835,0.052538116403450706,0.08159424271023437,0.017086942158802243,0.0,0.025175061080991948,0.025863347268888004,0.0,0.02844746265701577,0.029954229936656786,0.05940570532393931,0.041445108026674074,0.04129731381622282,0.048929424198536034,0.01449855304440617,0.014116222814978102,0.09643201542912247,0.05416883342000347,0.019210032247240803,0.015231666024398084
0.006370343756489788,0.02934133223190486,0.006971803933352344,0.014268062653916728,0.03320111136351722,0.2069165298718497,0.09933051234678267,0.0,0.03519357168297068,0.015162818343371118,0.018970274528327835,0.0,0.03399760112926432,0.024681138673825462,0.03326170978492978,0.025175061080991948,0.025863347268888004,0.0,0.019913223859911035,0.029954229936656786,0.0,0.03453759002222839,0.03613514958919497,0.11416865646325074,0.0,0.04234866844493431,0.0,0.12639394464667475,0.0128066881648272,0.007615833012199042
0.006370343756489788,0.018056204450402992,0.013943607866704687,0.019024083538555638,0.029706257535778567,0.24140261818382466,0.0,0.020126636798737656,0.03519357168297068,0.05306986420179891,0.023712843160409794,0.0350254109356338,0.027198080903411453,0.009492745643779023,0.0,0.04405635689173591,0.014368526260493335,0.0,0.014223731328507886,0.01996948662443786,0.11881141064787862,0.013815036008891357,0.04129731381622282,0.048929424198536034,0.0,0.016939467377973725,0.0,0.05416883342000347,0.0128066881648272,0.007615833012199042
0.012740687512979576,0.011285127781501869,0.017429509833380857,0.028536125307833456,0.03320111136351722,0.24140261818382466,0.19866102469356534,0.0,0.021116143009782408,0.030325636686742236,0.023712843160409794,0.00875635273390845,0.040797121355117184,0.02088404041631385,0.0,0.01888129581074396,0.014368526260493335,0.0,0.014223731328507886,0.01996948662443786,0.05940570532393931,0.020722554013337037,0.02064865690811141,0.048929424198536034,0.0,0.014116222814978102,0.09643201542912247,0.036112555613335644,0.0256133763296544,0.015231666024398084
0.03822206253893873,0.02482728111930411,0.006971803933352344,0.0047560208846389096,0.024463976794170582,0.1379443532478998,0.09933051234678267,0.0,0.042232286019564816,0.04548845503011335,0.009485137264163918,0.0175127054678169,0.061195682032675766,0.013289843901290633,0.0,0.012587530540495974,0.01149482100839467,0.0,0.04267119398552365,0.02496185828054732,0.05940570532393931,0.020722554013337037,0.03613514958919497,0.03261961613235735,0.01449855304440617,0.02258595650396496,0.09643201542912247,0.05416883342000347,0.0,0.007615833012199042
0.025481375025959152,0.01579917889410262,0.024401313766733202,0.009512041769277819,0.024463976794170582,0.1379443532478998,0.0,0.0,0.049271000356158945,0.037907045858427794,0.018970274528327835,0.04378176366954225,0.03399760112926432,0.013289843901290633,0.0,0.01888129581074396,0.03161075777308534,0.0,0.022757970125612616,0.034946601592766253,0.0,0.03453759002222839,0.03613514958919497,0.016309808066178676,0.0,0.028232445629956204,0.0,0.07222511122667129,0.0128066881648272,0.030463332048796168
0.019111031269469364,0.018056204450402992,0.013943607866704687,0.019024083538555638,0.036695965191255876,0.0689721766239499,0.0,0.0,0.021116143009782408,0.015162818343371118,0.009485137264163918,0.0350254109356338,0.040797121355117184,0.015188393030046439,0.0,0.056643887432231886,0.03448446302518401,0.0,0.03129220892271735,0.004992371656109465,0.08910855798590896,0.048352626031119755,0.03613514958919497,0.0652392322647147,0.01449855304440617,0.025409201066960582,0.0,0.018056277806667822,0.0,0.022847499036597125
